filename,width,height,class,xmin,ymin,xmax,ymax
Screen-Shot-2021-12-29-at-9-06-54-PM_png.rf.0768cfbc0a648a7575431ef8e28c189f.jpg,416,416,ring,73,98,113,140
Screen-Shot-2021-12-29-at-6-04-54-PM_png.rf.0dca757ec237fdbbc081197afa393c4c.jpg,416,416,ring,197,348,230,373
Screen-Shot-2021-12-29-at-6-04-54-PM_png.rf.0dca757ec237fdbbc081197afa393c4c.jpg,416,416,ring,224,330,256,355
Screen-Shot-2021-12-29-at-6-04-54-PM_png.rf.0dca757ec237fdbbc081197afa393c4c.jpg,416,416,ring,262,336,294,364
Screen-Shot-2021-12-29-at-6-04-54-PM_png.rf.0dca757ec237fdbbc081197afa393c4c.jpg,416,416,ring,289,331,321,353
Screen-Shot-2021-12-29-at-6-04-54-PM_png.rf.0dca757ec237fdbbc081197afa393c4c.jpg,416,416,ring,101,133,127,152
Screen-Shot-2021-12-29-at-6-04-54-PM_png.rf.0dca757ec237fdbbc081197afa393c4c.jpg,416,416,ring,135,101,157,122
Screen-Shot-2021-12-29-at-6-04-54-PM_png.rf.0dca757ec237fdbbc081197afa393c4c.jpg,416,416,ring,143,150,167,168
Screen-Shot-2021-12-29-at-6-04-54-PM_png.rf.0dca757ec237fdbbc081197afa393c4c.jpg,416,416,ring,143,132,169,149
Screen-Shot-2021-12-29-at-6-04-54-PM_png.rf.0dca757ec237fdbbc081197afa393c4c.jpg,416,416,ring,166,122,191,140
Screen-Shot-2021-12-29-at-6-04-54-PM_png.rf.0dca757ec237fdbbc081197afa393c4c.jpg,416,416,ring,189,132,213,149
Screen-Shot-2021-12-29-at-6-04-54-PM_png.rf.0dca757ec237fdbbc081197afa393c4c.jpg,416,416,ring,233,26,255,41
Screen-Shot-2021-12-29-at-6-04-54-PM_png.rf.0dca757ec237fdbbc081197afa393c4c.jpg,416,416,ring,263,35,285,51
Screen-Shot-2021-12-29-at-6-04-54-PM_png.rf.0dca757ec237fdbbc081197afa393c4c.jpg,416,416,ring,271,56,294,72
Screen-Shot-2021-12-29-at-6-02-52-PM_png.rf.07742c1da71bb596b0954e5d0facc89c.jpg,416,416,ring,216,74,231,91
Screen-Shot-2021-12-29-at-6-02-52-PM_png.rf.07742c1da71bb596b0954e5d0facc89c.jpg,416,416,ring,246,70,260,87
Screen-Shot-2021-12-29-at-6-02-52-PM_png.rf.07742c1da71bb596b0954e5d0facc89c.jpg,416,416,ring,9,99,25,117
Screen-Shot-2021-12-29-at-6-02-52-PM_png.rf.07742c1da71bb596b0954e5d0facc89c.jpg,416,416,ring,18,71,34,97
Screen-Shot-2021-12-29-at-6-02-52-PM_png.rf.07742c1da71bb596b0954e5d0facc89c.jpg,416,416,ring,40,68,55,88
Screen-Shot-2021-12-29-at-6-02-52-PM_png.rf.07742c1da71bb596b0954e5d0facc89c.jpg,416,416,ring,34,79,47,90
Screen-Shot-2021-12-29-at-6-02-52-PM_png.rf.07742c1da71bb596b0954e5d0facc89c.jpg,416,416,ring,114,100,129,117
Screen-Shot-2021-12-29-at-6-02-52-PM_png.rf.07742c1da71bb596b0954e5d0facc89c.jpg,416,416,ring,83,93,98,110
Screen-Shot-2021-12-29-at-6-02-52-PM_png.rf.07742c1da71bb596b0954e5d0facc89c.jpg,416,416,ring,54,53,66,76
Screen-Shot-2021-12-29-at-6-02-52-PM_png.rf.07742c1da71bb596b0954e5d0facc89c.jpg,416,416,ring,62,54,70,74
Screen-Shot-2021-12-29-at-6-02-52-PM_png.rf.07742c1da71bb596b0954e5d0facc89c.jpg,416,416,ring,67,48,79,64
Screen-Shot-2021-12-29-at-6-02-52-PM_png.rf.07742c1da71bb596b0954e5d0facc89c.jpg,416,416,ring,79,42,92,59
Screen-Shot-2021-12-29-at-6-02-52-PM_png.rf.07742c1da71bb596b0954e5d0facc89c.jpg,416,416,ring,89,39,102,56
Screen-Shot-2021-12-29-at-6-02-52-PM_png.rf.07742c1da71bb596b0954e5d0facc89c.jpg,416,416,ring,100,33,112,48
Screen-Shot-2021-12-29-at-6-02-52-PM_png.rf.07742c1da71bb596b0954e5d0facc89c.jpg,416,416,ring,112,27,125,40
Screen-Shot-2021-12-29-at-6-02-52-PM_png.rf.07742c1da71bb596b0954e5d0facc89c.jpg,416,416,ring,371,99,387,118
Screen-Shot-2021-12-29-at-6-02-52-PM_png.rf.07742c1da71bb596b0954e5d0facc89c.jpg,416,416,ring,357,97,370,111
Screen-Shot-2021-12-29-at-6-18-21-PM_png.rf.0a67fbb7a1dd04c6ed38b7fd2606118c.jpg,416,416,ring,359,62,395,98
Screen-Shot-2021-12-29-at-6-18-21-PM_png.rf.0a67fbb7a1dd04c6ed38b7fd2606118c.jpg,416,416,ring,349,100,385,138
Screen-Shot-2021-12-29-at-6-18-21-PM_png.rf.0a67fbb7a1dd04c6ed38b7fd2606118c.jpg,416,416,ring,318,123,345,144
Screen-Shot-2021-12-29-at-6-18-21-PM_png.rf.0a67fbb7a1dd04c6ed38b7fd2606118c.jpg,416,416,ring,266,144,303,175
Screen-Shot-2021-12-29-at-6-18-21-PM_png.rf.0a67fbb7a1dd04c6ed38b7fd2606118c.jpg,416,416,ring,255,233,296,279
Screen-Shot-2021-12-29-at-6-18-21-PM_png.rf.0a67fbb7a1dd04c6ed38b7fd2606118c.jpg,416,416,ring,235,298,278,352
Screen-Shot-2021-12-29-at-6-18-21-PM_png.rf.0a67fbb7a1dd04c6ed38b7fd2606118c.jpg,416,416,ring,150,290,172,340
Screen-Shot-2021-12-29-at-6-18-21-PM_png.rf.0a67fbb7a1dd04c6ed38b7fd2606118c.jpg,416,416,ring,165,303,204,353
Screen-Shot-2021-12-29-at-6-18-21-PM_png.rf.0a67fbb7a1dd04c6ed38b7fd2606118c.jpg,416,416,ring,174,82,186,110
Screen-Shot-2021-12-29-at-6-18-21-PM_png.rf.0a67fbb7a1dd04c6ed38b7fd2606118c.jpg,416,416,ring,9,118,44,160
Screen-Shot-2021-12-29-at-6-18-21-PM_png.rf.0a67fbb7a1dd04c6ed38b7fd2606118c.jpg,416,416,ring,44,94,75,127
Screen-Shot-2021-12-29-at-6-18-21-PM_png.rf.0a67fbb7a1dd04c6ed38b7fd2606118c.jpg,416,416,ring,68,108,100,145
IMG_1600_jpeg.rf.062fd4dbe3d504555f55e0afb37d7af8.jpg,416,416,ring,237,188,268,207
IMG_1600_jpeg.rf.062fd4dbe3d504555f55e0afb37d7af8.jpg,416,416,ring,109,298,152,328
IMG_1613_jpeg.rf.1b7c423333c4aaaa90380fdcd588ce27.jpg,416,416,ring,189,131,239,166
IMG_1616_jpeg.rf.15afac20d97c8d6d3ace0e108183d11c.jpg,416,416,ring,186,353,223,384
IMG_1616_jpeg.rf.15afac20d97c8d6d3ace0e108183d11c.jpg,416,416,ring,208,161,246,181
Screen-Shot-2021-12-29-at-6-05-11-PM_png.rf.17d367da686bbbe3d84abbc96bf4a202.jpg,416,416,ring,100,171,126,238
Screen-Shot-2021-12-29-at-6-05-11-PM_png.rf.17d367da686bbbe3d84abbc96bf4a202.jpg,416,416,ring,350,304,377,353
Screen-Shot-2021-12-29-at-6-05-11-PM_png.rf.17d367da686bbbe3d84abbc96bf4a202.jpg,416,416,ring,371,302,398,363
Screen-Shot-2021-12-29-at-6-10-07-PM_png.rf.2abd47d7409c81946a7d245549191535.jpg,416,416,ring,90,174,127,230
Screen-Shot-2021-12-29-at-6-10-07-PM_png.rf.2abd47d7409c81946a7d245549191535.jpg,416,416,ring,71,157,95,193
Screen-Shot-2021-12-29-at-6-10-07-PM_png.rf.2abd47d7409c81946a7d245549191535.jpg,416,416,ring,55,160,70,194
Screen-Shot-2021-12-29-at-6-10-07-PM_png.rf.2abd47d7409c81946a7d245549191535.jpg,416,416,ring,269,157,277,192
Screen-Shot-2021-12-29-at-6-10-07-PM_png.rf.2abd47d7409c81946a7d245549191535.jpg,416,416,ring,319,244,414,392
Screen-Shot-2021-12-29-at-6-10-07-PM_png.rf.2abd47d7409c81946a7d245549191535.jpg,416,416,ring,212,324,311,415
Screen-Shot-2021-12-29-at-6-10-07-PM_png.rf.2abd47d7409c81946a7d245549191535.jpg,416,416,ring,59,279,165,401
IMG_1597_jpeg.rf.1b4afa4673aa0643a7120a4c097cde87.jpg,416,416,ring,133,186,192,219
IMG_1597_jpeg.rf.1b4afa4673aa0643a7120a4c097cde87.jpg,416,416,ring,204,151,257,178
Screen-Shot-2021-12-29-at-6-16-50-PM_png.rf.1b34d6f3089f53ecdc3a5baaba85b3f5.jpg,416,416,ring,19,253,39,286
Screen-Shot-2021-12-29-at-6-16-50-PM_png.rf.1b34d6f3089f53ecdc3a5baaba85b3f5.jpg,416,416,ring,38,246,55,271
Screen-Shot-2021-12-29-at-6-16-50-PM_png.rf.1b34d6f3089f53ecdc3a5baaba85b3f5.jpg,416,416,ring,45,262,64,298
Screen-Shot-2021-12-29-at-6-16-50-PM_png.rf.1b34d6f3089f53ecdc3a5baaba85b3f5.jpg,416,416,ring,43,61,58,84
Screen-Shot-2021-12-29-at-6-16-50-PM_png.rf.1b34d6f3089f53ecdc3a5baaba85b3f5.jpg,416,416,ring,51,46,65,69
Screen-Shot-2021-12-29-at-6-16-50-PM_png.rf.1b34d6f3089f53ecdc3a5baaba85b3f5.jpg,416,416,ring,16,103,31,127
Screen-Shot-2021-12-29-at-6-16-50-PM_png.rf.1b34d6f3089f53ecdc3a5baaba85b3f5.jpg,416,416,ring,121,144,138,173
Screen-Shot-2021-12-29-at-6-16-50-PM_png.rf.1b34d6f3089f53ecdc3a5baaba85b3f5.jpg,416,416,ring,134,127,146,145
IMG_1601_jpeg.rf.358aef65d110eba2c6145d455c70cb24.jpg,416,416,ring,291,101,349,127
IMG_1601_jpeg.rf.358aef65d110eba2c6145d455c70cb24.jpg,416,416,ring,55,201,197,275
Screen-Shot-2021-12-29-at-9-18-02-PM_png.rf.13af5f0f9dec18b35aa1b4d03c17285c.jpg,416,416,ring,101,339,128,359
Screen-Shot-2021-12-29-at-9-18-02-PM_png.rf.13af5f0f9dec18b35aa1b4d03c17285c.jpg,416,416,ring,215,352,239,370
Screen-Shot-2021-12-29-at-9-18-02-PM_png.rf.13af5f0f9dec18b35aa1b4d03c17285c.jpg,416,416,ring,195,290,216,304
Screen-Shot-2021-12-29-at-9-18-02-PM_png.rf.13af5f0f9dec18b35aa1b4d03c17285c.jpg,416,416,ring,183,252,201,270
Screen-Shot-2021-12-29-at-9-18-02-PM_png.rf.13af5f0f9dec18b35aa1b4d03c17285c.jpg,416,416,ring,249,268,269,280
Screen-Shot-2021-12-29-at-9-18-02-PM_png.rf.13af5f0f9dec18b35aa1b4d03c17285c.jpg,416,416,ring,324,322,345,338
Screen-Shot-2021-12-29-at-9-18-02-PM_png.rf.13af5f0f9dec18b35aa1b4d03c17285c.jpg,416,416,ring,343,316,362,331
Screen-Shot-2021-12-29-at-9-18-02-PM_png.rf.13af5f0f9dec18b35aa1b4d03c17285c.jpg,416,416,ring,339,289,360,304
Screen-Shot-2021-12-29-at-9-18-02-PM_png.rf.13af5f0f9dec18b35aa1b4d03c17285c.jpg,416,416,ring,324,254,343,266
Screen-Shot-2021-12-29-at-9-18-02-PM_png.rf.13af5f0f9dec18b35aa1b4d03c17285c.jpg,416,416,ring,387,263,406,274
Screen-Shot-2021-12-29-at-9-06-19-PM_png.rf.26817ed9063f342556eaf2c230fb86b2.jpg,416,416,ring,47,260,86,365
Screen-Shot-2021-12-29-at-9-06-19-PM_png.rf.26817ed9063f342556eaf2c230fb86b2.jpg,416,416,ring,110,194,175,256
Screen-Shot-2021-12-29-at-9-06-19-PM_png.rf.26817ed9063f342556eaf2c230fb86b2.jpg,416,416,ring,182,182,239,249
Screen-Shot-2021-12-29-at-9-06-19-PM_png.rf.26817ed9063f342556eaf2c230fb86b2.jpg,416,416,ring,275,52,327,107
Screen-Shot-2021-12-29-at-9-06-19-PM_png.rf.26817ed9063f342556eaf2c230fb86b2.jpg,416,416,ring,324,57,379,110
Screen-Shot-2021-12-29-at-9-23-38-PM_png.rf.24a1def62b318ade771577d381161e7e.jpg,416,416,ring,38,69,69,102
Screen-Shot-2021-12-29-at-9-23-38-PM_png.rf.24a1def62b318ade771577d381161e7e.jpg,416,416,ring,116,92,149,124
Screen-Shot-2021-12-29-at-9-23-38-PM_png.rf.24a1def62b318ade771577d381161e7e.jpg,416,416,ring,186,162,220,197
Screen-Shot-2021-12-29-at-9-23-38-PM_png.rf.24a1def62b318ade771577d381161e7e.jpg,416,416,ring,327,61,358,92
Screen-Shot-2021-12-29-at-9-23-38-PM_png.rf.24a1def62b318ade771577d381161e7e.jpg,416,416,ring,13,241,51,281
Screen-Shot-2021-12-29-at-9-23-38-PM_png.rf.24a1def62b318ade771577d381161e7e.jpg,416,416,ring,34,344,77,387
